code,parent_code,name,level,description,indication,smiles,drugbank_id
G03CA04,G03CA,estriol,5.0,"A hydroxylated metabolite of estradiol or estrone that has a hydroxyl group at C3-beta, 16-alpha, and 17-beta position. Estriol is a major urinary estrogen. During pregnancy, large amount of estriol is produced by the placenta. Isomers with inversion of the hydroxyl group or groups are called epiestriol. Though estriol is used as part of the primarily North American phenomenon of bioidentical hormone replacement therapy, it is not approved for use by the FDA or Health Canada. It is however available in the United States by prescription filled only by compounding pharmacies. It has also been approved and marketed throughout Europe and Asia for approximately 40 years for the treatment of post-menopausal hot flashes.",Used as a test to determine the general health of an unborn fetus.,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB04573
G03CA06,G03CA,chlorotrianisene,5.0,"A powerful synthetic, non-steroidal estrogen. [PubChem]","Used to treat symptoms of menopause, deficiencies in ovary function (including underdevelopment of female sexual characteristics and some types of infertility), and in rare cases, prostate cancer. Chlorotrianisene may also be used to prevent breast engorgement following childbirth.",COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,DB00269
G03CA07,G03CA,estrone,5.0,"Estrone, one of the major mammalian estrogens, is an aromatized C18 steroid with a 3-hydroxyl group and a 17-ketone. It is produced in vivo from androstenedione or from testosterone via estradiol. It is produced primarily in the ovaries, placenta, and in peripheral tissues (especially adipose tissue) through conversion of adrostenedione. Estrone may be further metabolized to 16-alpha-hydroxyestrone, which may be reduced to estriol by estradiol dehydrogenase.",For management of perimenopausal and postmenopausal symptoms.,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB00655
G03CA09,G03CA,promestriene,5.0,Promestriene has been used in trials studying the prevention of Hypospadias.,,,DB12487
G03CA53,G03CA,"estradiol, combinations",5.0,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","Estradiol is indicated in various preparations for the treatment of moderate to severe vasomotor symptoms and vulvar and vaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration, or primary ovarian failure, and for the prevention of postmenopausal osteoporosis. It is also used for the treatment of breast cancer (only for palliation therapy) in certain men or women with metastatic disease, and for the treatment of androgen-dependent prostate cancer (only for palliation therapy).[L11485,L11494,L11497] It is also used in combination with other hormones as a component of oral contraceptive pills for preventing pregnancy (most commonly as [DB00977], a synthetic form of estradiol).

**A note on duration of treatment**

Recommendations for treatment of menopausal symptoms changed drastically following the release of results and early termination of the Women's Health Initiative (WHI) studies in 2002 as concerns were raised regarding estrogen use.[A31626] Specifically, the combined estrogen–progestin group was discontinued after about 5 years of follow up due to a statistically significant increase in invasive breast cancer and in cardiovascular events.[A31627] 

Following extensive critique of the WHI results, Hormone Replacement Therapy (HRT) is now recommended to be used only for a short period (for 3-5 years postmenopause) in low doses, and in women without a history of breast cancer or increased risk of cardiovascular or thromboembolic disease.[A31628] Estrogen for postmenopausal symptoms should always be given with a progestin component due to estrogen's stimulatory effects on the endometrium; in women with an intact uterus, unopposed estrogen has been shown to promote the growth of the endometrium which can lead to endometrial hyperplasia and possibly cancer over the long-term. 

",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB00783
G03CA57,G03CA,conjugated estrogens,5.0,"The conjugated estrogens are noncrystalline mixtures of purified female sex hormones obtained either by its isolation from the urine of pregnant mares or by synthetic generation from vegetal material. Both of these products are later conjugated to natrium sulfate by ester bonds in order to make them more water soluble.[L5605, T475] 

The conjugated estrogen product contains a mix of estrogen from which about 50% is represented by estrone sulfate followed by 25% of equilin sulfate, 15% of 17-alpha-dehydroequilenin sulfate, 3% of equilenin sulfate, 5% of 17-alpha and 17-beta-dihydroequilenin sulfate, 2% of 17-alpha-estradiolsulfate and 3% of 17-beta-estradiolsulfate. It also presents a large number of unidentified molecules with weak estrogenic activity as well as non-human molecules when it is obtained from pregnant mares urine.[T475] 

The conjugated estrogen mixture was approved for marketing in US in 1942 based on the efficacy against certain conditions. However, until 1986 official clinical trials were performed and this product was determined to be effective for the treatment of osteoporosis.[T484] The currently approved product of conjugated estrogens was developed by Wyeth Ayerst and FDA approved in 2003.[L5608]","The conjugated estrogens are indicated for several different conditions including:

- Treatment of moderate to severe vasomotor symptoms due to menopause.
- Treatment of moderate to severe symptoms of vulvar and vaginal atrophy due to menopause.
- Treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure.
- Palliative treatment of breast cancer in appropriately selected patients with metastatic disease.
- Palliative treatment of androgen-dependent carcinoma of the prostate.
- Preventive therapy of postmenopausal osteoporosis.[A38238] ",,DB00286
G03CB01,G03CB,dienestrol,5.0,"Dienestrol is a synthetic, non-steroidal estrogen. It is an estrogen receptor agonist. Estrogens work partly by increasing a normal clear discharge from the vagina and making the vulva and urethra healthy. Using or applying an estrogen relieves or lessens: dryness and soreness in the vagina, itching, redness, or soreness of the vulva. Conditions that are treated with vaginal estrogens include a genital skin condition (vulvar atrophy), inflammation of the vagina (atrophic vaginitis), and inflammation of the urethra (atrophic urethritis).",For use in the treatment of atrophic vaginitis and kraurosis vulvae.,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,DB00890
G03CB02,G03CB,diethylstilbestrol,5.0,"A synthetic nonsteroidal estrogen used in the treatment of menopausal and postmenopausal disorders. It was also used formerly as a growth promoter in animals. According to the Fourth Annual Report on Carcinogens (NTP 85-002, 1985), diethylstilbestrol has been listed as a known carcinogen. (Merck, 11th ed)",Used in the treatment of prostate cancer. Previously used in the prevention of miscarriage or premature delivery in pregnant women prone to miscarriage or premature delivery.,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,DB00255
G03CB03,G03CB,methallenestril,5.0,,,CC[C@H](C1=CC=C2C=C(OC)C=CC2=C1)C(C)(C)C(O)=O,DB13143
G03CB04,G03CB,moxestrol,5.0,,,CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCC3=CC(O)=CC=C3[C@@H]12,DB13418
G03CC02,G03CC,dienestrol,5.0,"Dienestrol is a synthetic, non-steroidal estrogen. It is an estrogen receptor agonist. Estrogens work partly by increasing a normal clear discharge from the vagina and making the vulva and urethra healthy. Using or applying an estrogen relieves or lessens: dryness and soreness in the vagina, itching, redness, or soreness of the vulva. Conditions that are treated with vaginal estrogens include a genital skin condition (vulvar atrophy), inflammation of the vagina (atrophic vaginitis), and inflammation of the urethra (atrophic urethritis).",For use in the treatment of atrophic vaginitis and kraurosis vulvae.,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,DB00890
G03CC03,G03CC,methallenestril,5.0,,,CC[C@H](C1=CC=C2C=C(OC)C=CC2=C1)C(C)(C)C(O)=O,DB13143
G03CC04,G03CC,estrone,5.0,"Estrone, one of the major mammalian estrogens, is an aromatized C18 steroid with a 3-hydroxyl group and a 17-ketone. It is produced in vivo from androstenedione or from testosterone via estradiol. It is produced primarily in the ovaries, placenta, and in peripheral tissues (especially adipose tissue) through conversion of adrostenedione. Estrone may be further metabolized to 16-alpha-hydroxyestrone, which may be reduced to estriol by estradiol dehydrogenase.",For management of perimenopausal and postmenopausal symptoms.,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB00655
G03CC05,G03CC,diethylstilbestrol,5.0,"A synthetic nonsteroidal estrogen used in the treatment of menopausal and postmenopausal disorders. It was also used formerly as a growth promoter in animals. According to the Fourth Annual Report on Carcinogens (NTP 85-002, 1985), diethylstilbestrol has been listed as a known carcinogen. (Merck, 11th ed)",Used in the treatment of prostate cancer. Previously used in the prevention of miscarriage or premature delivery in pregnant women prone to miscarriage or premature delivery.,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,DB00255
G03CC06,G03CC,estriol,5.0,"A hydroxylated metabolite of estradiol or estrone that has a hydroxyl group at C3-beta, 16-alpha, and 17-beta position. Estriol is a major urinary estrogen. During pregnancy, large amount of estriol is produced by the placenta. Isomers with inversion of the hydroxyl group or groups are called epiestriol. Though estriol is used as part of the primarily North American phenomenon of bioidentical hormone replacement therapy, it is not approved for use by the FDA or Health Canada. It is however available in the United States by prescription filled only by compounding pharmacies. It has also been approved and marketed throughout Europe and Asia for approximately 40 years for the treatment of post-menopausal hot flashes.",Used as a test to determine the general health of an unborn fetus.,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB04573
G03CC07,G03CC,conjugated estrogens and bazedoxifene,5.0,"The conjugated estrogens are noncrystalline mixtures of purified female sex hormones obtained either by its isolation from the urine of pregnant mares or by synthetic generation from vegetal material. Both of these products are later conjugated to natrium sulfate by ester bonds in order to make them more water soluble.[L5605, T475] 

The conjugated estrogen product contains a mix of estrogen from which about 50% is represented by estrone sulfate followed by 25% of equilin sulfate, 15% of 17-alpha-dehydroequilenin sulfate, 3% of equilenin sulfate, 5% of 17-alpha and 17-beta-dihydroequilenin sulfate, 2% of 17-alpha-estradiolsulfate and 3% of 17-beta-estradiolsulfate. It also presents a large number of unidentified molecules with weak estrogenic activity as well as non-human molecules when it is obtained from pregnant mares urine.[T475] 

The conjugated estrogen mixture was approved for marketing in US in 1942 based on the efficacy against certain conditions. However, until 1986 official clinical trials were performed and this product was determined to be effective for the treatment of osteoporosis.[T484] The currently approved product of conjugated estrogens was developed by Wyeth Ayerst and FDA approved in 2003.[L5608]","The conjugated estrogens are indicated for several different conditions including:

- Treatment of moderate to severe vasomotor symptoms due to menopause.
- Treatment of moderate to severe symptoms of vulvar and vaginal atrophy due to menopause.
- Treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure.
- Palliative treatment of breast cancer in appropriately selected patients with metastatic disease.
- Palliative treatment of androgen-dependent carcinoma of the prostate.
- Preventive therapy of postmenopausal osteoporosis.[A38238] ",,DB00286
G03CC07,G03CC,conjugated estrogens and bazedoxifene,5.0,"Bazedoxifene is a third generation selective estrogen receptor modulator (SERM), developed by Pfizer following the completion of their takeover of Wyeth Pharmaceuticals. In late 2013, Pfizer received approval for bazedoxifene as part of the combination drug DUAVEE in the prevention (not treatment) of postmenopausal osteoporosis. It is approved in the European Union (marketed in Italy and Spain) and Japan as monotherapy. In 2013, the combination product containing conjugated estrogens and bazedoxifene was approved by the FDA for the treatment of moderate to severe vasomotor symptoms associated with menopause, as well as the prevention of postmenopausal osteoporosis in women.","Indicated for following conditions alone or in combination with conjugated estrogens in women with a uterus:

- Treatment of moderate to severe vasomotor symptoms associated with menopause

- Prevention of postmenopausal osteoporosis",CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,DB06401
G03CX01,G03CX,tibolone,5.0,"Tibolone is a synthetic steroid hormone drug, which is mainly non-selective in its binding profile, acting as an agonist primarily at estrogen receptors (ER), with a preference for ER alpha [L1874].

Tibolone (Livial, Org OD 14), produced by Organon (West Orange, NJ), is a synthetic steroid that possesses estrogenic, androgenic and progestogenic properties. It has been used in Europe for almost 2 decades, primarily for the prevention of postmenopausal osteoporosis and the treatment of post-menopausal symptoms [L1720].  Tibolone is approved in 90 countries to manage menopausal symptoms and in 45 countries to prevent the development of osteoporosis [L1876].

In June 2006, Organon Pharmaceuticals announced the receipt of a Not Approvable Letter from the U.S. Food and Drug Administration (FDA), advising the company that the New Drug Application (NDA) for tibolone had not been approved [L1722].

Interestingly, the use of tibolone in the treatment cardiovascular disease has been studied with inconclusive results [A32164]. Tibolone has been to have anti-resorptive effects on bone [L1874].",For the relief of post-menopausal symptoms and for the prevention of osteoporosis [L1724].,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC(=O)CC3)C[C@@]([H])(C)[C@@]21[H],DB09070
G03DA01,G03DA,gestonorone,5.0,Gestonorone is often mistaken for gestonorone capproate which has a different chemical structure.,,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],DB13230
G03DA02,G03DA,medroxyprogesterone,5.0,"Medroxyprogesterone acetate (MPA) is a [progesterone] derivative that is more resistant to metabolism for improved pharmacokinetic properties.[A14848] MPA can be use to treat secondary amenorrhea, endometrial hyperplasia, abnormal uterine bleeding, osteoporosis, vasomotor symptoms in menopause, vulvar and vaginal atrophy, prevent pregnancy, manage pain in endometriosis, prevent pregnancy, and is also used in palliative care for endometrial and renal carcinoma.[L8657,L8660,L8663,L8666,L8669]

Medroxyprogesterone acetate was granted FDA approval on 18 June 1959.[L8657]","Medroxyprogesterone acetate (MPA) oral tablets are indicated to treat secondary amenorrhea, reduce the incidence of endometrial hyperplasia in postmenopausal women, and to treat abnormal uterine bleeding due to hormonal imbalance, not organic pathology.[L8657] Oral tablets containing MPA and conjugated estrogens are indicated to prevent postmenopausal osteoporosis and to treat moderate to severe menopausal symptoms such as vasomotor symptoms, vulvar atrophy, and vaginal atrophy.[L8660] Subcutaneous MPA is indicated to prevent pregnancy and manage pain associated with endometriosis.[L8663] Intramuscular MPA is indicated to prevent pregnancy,[L8666] and at higher concentrations for palliative treatment of endometrial or renal carcinoma.[L8669]",[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,DB00603
G03DA03,G03DA,hydroxyprogesterone,5.0,,,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB14570
G03DA04,G03DA,progesterone,5.0,"Progesterone is a hormone that occurs naturally in females, and is essential for endometrial receptivity, embryo implantation, and the successful establishment of pregnancy. A low progesterone concentration or an insufficient response to progesterone can cause infertility and pregnancy loss [A175609]. Progesterone is used in various contraceptive preparations to prevent ovulation and fertilization [T481], [A175612] as well as in other formulations to promote and support pregnancy.  Please see [Medroxyprogesterone acetate], [Megestrol acetate], [Dydrogesterone] and [Hydroxyprogesterone] entries for information on various other forms of progesterone.

Pharmaceutical progesterone is made from a plant source as a starting material and is chemically identical to progesterone of human ovarian origin [FDA label]. Progesterone is available in gelatinized capsule form, vaginal gel form, tablet form, vaginal insert form, and injection form, all used for various purposes [Label,F3898,F3904,F3901,F3907].","**Gelatinized capsules**

The gelatinized capsules are indicated for use in the prevention of endometrial hyperplasia in non-hysterectomized postmenopausal women who are receiving conjugated estrogens tablets. They are also indicated for use in secondary amenorrhea [FDA label]. 

**Vaginal gel**

Progesterone gel (8%) is indicated as progesterone supplementation or replacement as part of an Assisted Reproductive Technology (“ART”) treatment for infertile women with progesterone deficiency.  The lower concentration progesterone gel (4%) is used in the treatment of secondary amenorrhea, with the use of the 8% concentration if there is no therapeutic response to the 4% gel [F3898].

**Vaginal insert**

This form is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women [F3901].

**Injection (intramuscular)**

This drug is indicated in amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer [F3907]. 

**Tablets, contraceptive**

The tablet form of progesterone in contraceptive formulations is indicated for the prevention of pregnancy [F3904]. ",[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB00396
G03DB01,G03DB,dydrogesterone,5.0,"A synthetic progestational hormone with no androgenic or estrogenic properties. Unlike many other progestational compounds, dydrogesterone produces no increase in temperature and does not inhibit ovulation.",Used to treat irregular duration of cycles and irregular occurrence and duration of periods caused by progesterone deficiency. Also used to prevent natural abortion in patients who have a history of habitual abortions.,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,DB00378
G03DB02,G03DB,megestrol,5.0,"17-Hydroxy-6-methylpregna-3,6-diene-3,20-dione. A progestational hormone used most commonly as the acetate ester. As the acetate, it is more potent than progesterone both as a progestagen and as an ovulation inhibitor. It has also been used in the palliative treatment of breast cancer.","For the treatment of anorexia, cachexia, or an unexplained, significant weight loss in patients with a diagnosis of acquired immunodeficiency syndrome (AIDS). Also used for the palliative management of recurrent, inoperable, or metastatic breast cancer, endometrial cancer, and prostate cancer in Canada and some other countries.",[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,DB00351
G03DB03,G03DB,medrogestone,5.0,"Medrogestone (INN), also known as 6,17α-dimethyl-6-dehydroprogesterone, is a progestational agent derived from 17-methylprogesterone. It was conceived as an alternative for an orally effective contraceptive option.[A31526] It was developed by Ayerst, approved in Canada in 1969 and its current status is cancelled post-marketing.[L1118] It was never approved by the FDA.","Medrogestone is indicated as adjunct to treat endometial shedding in menopausal women, to treat secondary amenorrhea, to induce menses and to treat dysfunctional uterine bleeding in adult and adolescent women.[T76]",[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,DB09124
G03DB04,G03DB,nomegestrol,5.0,Nomegestrol is an ingredient in the EMA-authorised product Zoely.,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,DB11636
G03DB05,G03DB,demegestone,5.0,"Demegestone is a progesterone receptor agonist that was previously used to treat luteal insufficiency. It was previously marketed in France as Lutionex, but has since been discontinued.",,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],DB13857
G03DB06,G03DB,chlormadinone,5.0,,,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C,DB13528
G03DB07,G03DB,promegestone,5.0,,,CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C,DB13602
G03DB08,G03DB,dienogest,5.0,"Dienogest is an orally-active semisynthetic progestogen which also possesses the properties of 17α-hydroxyprogesterone. It is a derivative of 19-nortestosterone and has antiandrogenic properties. It is primarily used as a contraceptive in combination with ethinylestradiol, or in other combination form pills approved in United States and Europe however it is not available in the US by itself. In Europe, Australia, Malaysia, Singapore and Japan, dienogest single therapy is an approved treatment for endometriosis to alleviate painful symptoms of endometriosis and reduce endometriotic lesions [A20330]. Dienogest is commonly marketed as Visanne, Natazia and Qlaira.",Indicated for use as the treatment of endometriosis alone and as a contraceptive in combination with ethinylestradiol. ,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],DB09123
G03DC01,G03DC,allylestrenol,5.0,"A synthetic steroid with progestational activity. It is widely marketed throughout Europe, including Russia and many other European countries, and is also available in Japan, Hong Kong, India, Bangladesh, Indonesia, and much of Southeast Asia, though notably not in the United States or Canada.","Allylestrenol was designed to be used for miscarriage prevention, prevention of premature labour and has been investigated for possible use in men for treatment for benign prostatic hyperplasia.",[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],DB01431
G03DC02,G03DC,norethisterone,5.0,"Norethisterone, also known as norethindrone, is a synthetic progestational hormone belonging to the 19-nortestosterone-derived class of progestins.[A10367] It is further classified as a second-generation progestin, along with [levonorgestrel] and its derivatives, and is the active form of several other progestins including [norethynodrel] and [lynestrenol].[A10367] Norethisterone mimics the actions of endogenous [progesterone], albeit with a greater potency,[A188075] and is used on its own or in combination with estrogen derivatives in a variety of applications including contraception and hormone replacement therapy.[L9527,L10301,L10304,L10307] First derived in 1951 in Mexico City, norethisterone was originally intended for use as a remedy for irregular menstruation and endometriosis, and was not marketed for use as an oral contraceptive until 1962.[L10439]","Norethisterone is indicated as an oral contraceptive when given as monotherapy[L9527] or in combination with an estrogen component, such as [ethinylestradiol] or [estradiol].[L10313,L10307] In combination with an estrogen component, oral norethisterone is also indicated as a hormone replacement therapy in the treatment of postmenopausal osteoporosis and moderate-to-severe vasomotor symptoms arising from menopause.[L10304] When applied via transdermal patch, the combination of norethisterone and estradiol is indicated for the treatment of hypoestrogenism, vulvovaginal atrophy, and moderate-severe vasomotor symptoms.[L10301]

Norethisterone, taken in combination with intramuscular [leuprolide], is also indicated for the symptomatic treatment of endometriosis-related pain.[L10310]",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],DB00717
G03DC03,G03DC,lynestrenol,5.0,Lynestrenol has been used in trials studying the basic science of Transsexualism and Gender Dysphoria.,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,DB12474
G03DC04,G03DC,ethisterone,5.0,,,,
G03DC06,G03DC,etynodiol,5.0,"Etynodiol (INN), or ethynodiol (BAN) is a steroidal progestin related to norethisterone which was never marketed. While etynodiol is sometimes used as a synonym for etynodiol diacetate, it usually refers to etynodiol diacetate (see [DB00823]), not etynodiol.",,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)C=C3CC[C@@]21[H],DB13866
G03DC31,G03DC,methylestrenolone,5.0,,,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,DB13533
G03EA01,G03EA,methyltestosterone and estrogen,5.0,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","Estradiol is indicated in various preparations for the treatment of moderate to severe vasomotor symptoms and vulvar and vaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration, or primary ovarian failure, and for the prevention of postmenopausal osteoporosis. It is also used for the treatment of breast cancer (only for palliation therapy) in certain men or women with metastatic disease, and for the treatment of androgen-dependent prostate cancer (only for palliation therapy).[L11485,L11494,L11497] It is also used in combination with other hormones as a component of oral contraceptive pills for preventing pregnancy (most commonly as [DB00977], a synthetic form of estradiol).

**A note on duration of treatment**

Recommendations for treatment of menopausal symptoms changed drastically following the release of results and early termination of the Women's Health Initiative (WHI) studies in 2002 as concerns were raised regarding estrogen use.[A31626] Specifically, the combined estrogen–progestin group was discontinued after about 5 years of follow up due to a statistically significant increase in invasive breast cancer and in cardiovascular events.[A31627] 

Following extensive critique of the WHI results, Hormone Replacement Therapy (HRT) is now recommended to be used only for a short period (for 3-5 years postmenopause) in low doses, and in women without a history of breast cancer or increased risk of cardiovascular or thromboembolic disease.[A31628] Estrogen for postmenopausal symptoms should always be given with a progestin component due to estrogen's stimulatory effects on the endometrium; in women with an intact uterus, unopposed estrogen has been shown to promote the growth of the endometrium which can lead to endometrial hyperplasia and possibly cancer over the long-term. 

",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB00783
G03EA01,G03EA,methyltestosterone and estrogen,5.0,"A synthetic anabolic steroid used for treating men with testosterone deficiency or similar androgen replacement therapies. Also, has antineoplastic properties and so has been used secondarily in women with advanced breast cancer. Methyltestosterone is a schedule III drug in the US.","Methyltestosterone is an anabolic steroid hormone used to treat men with a testosterone deficiency. It is also used in women to treat breast cancer, breast pain, swelling due to pregnancy, and with the addition of estrogen it can treat symptoms of menopause.",[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB06710
G03EA02,G03EA,testosterone and estrogen,5.0,"Testosterone is a steroid sex hormone indicated to treat primary hypogonadism and hypogonadotropic hypogonadism.[L8983,L8935,L8938,L8986,L8989,L8992,L8995] Testosterone antagonizes the androgen receptor to induce gene expression that causes the growth and development of masculine sex organs and secondary sexual characteristics.[A187114,L8983,L8935,L8938,L8986,L8989,L8992,L8995]

Testosterone was isolated from samples and also synthesized in 1935.[A186943]","Testosterone is indicated to treat primary hypogonadism and hypogonadotropic hypogonadism.[L8983,L8935,L8938,L8986,L8989,L8992,L8995]",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB00624
