C0000039	1,2-dipalmitoylphosphatidylcholine
C0574342	Lehnda punjabi language
C0574343	Sikh punjabi language
C0574344	Rajasthani language
C0574345	Romany language
C0574346	Sanskrit language
C0574347	Sindhi language
C0574348	Sinhalese language
C0574349	Iranian language
C0574350	Baluchi language
C0574351	Gilaki language
C0574352	Kurdish language
C0574353	Mazanderani language
C0574354	Ossetian language
C0574355	Khoisan language
C0574356	Bushman language
C0574357	Hatsa language
C0574358	Hottentot language
C0574359	Sandawe language
C0574360	Maban language
C0574361	Maba language
C0574362	Malayo-Polynesian language
C0574363	Achinese language
C0574364	Balinese language
C0574365	Batak language
C0574366	Bikol language
C0574367	Buginese language
C0574368	Cham language
C0574369	Chamorro language
C0574370	Hocano language
C0574371	Igorot language
C0574372	Jarai language
C0574373	Javanese language
C0574374	Madurese language
C0574375	Malagasy language
C0574376	Maranao language
C0574377	Minangkabau language
C0574378	Palau language
C0574379	Pampangan language
C0574380	Pangasinan language
C0574381	Rhade language
C0574382	Sundanese language
C0574383	Visayan language
C0574384	Micronesian language
C0574385	Gilbertese language
C0574386	Marshallese language
C0574387	Nauruan language
C0574388	Ponapean language
C0574389	Trukese language
C0574390	Yapese language
C0574391	Melanesian language
C0574392	Fijian language
C0574393	Motu language
C0574394	Tolai language
C0574395	Yabim language
C0574396	Polynesian language
C0574398	Marquesan language
C0574399	Niuean language
C0574400	Rarotongan language
C0574401	Samoan language
C0574402	Tahitian language
C0574403	Tongan language
C0574404	Tuamotu language
C0574405	Uvea language
C0574406	Mon-Khmer language
C0574407	Bahnar language
C0574408	Khasi language
C0574409	Mon language
C0574410	Nicobarese language
C0574411	Palaung language
C0574412	Sedang language
C0574413	Wa language
C0574414	Munda language
C0574415	Ho language
C0574416	Korku language
C0574417	Mundari language
C0574418	Santali language
C0574419	Savara language
C0574420	Niger-Congo language
C0574421	Adamawa-Eastern language
C0574422	Adamawa language
C0574423	Mbum language
C0574424	Eastern language (Niger-Congo)
C0574425	Banda language
C0574426	Gbaya language
C0574427	Sango language
C0574428	Zande language
C0574429	Benue-Congo language
C0574431	Ambo language
C0574432	Bemba language
C0574433	Bubi language
C0574434	Bulu language
C0574435	Chagga language
C0574436	Chiga language
C0574437	Chokwe language
C0574438	Duala language
C0574439	Fang language
C0574440	Ganda language
C0574441	Gisu language
C0574442	Hehe language
C0574443	Herero language
C0574444	Kamba language
C0574445	Kikuyu language
C0574446	Kisii language
C0574447	Kongo language
C0574448	Lingala language
C0574449	Lomwe language
C0574450	Lozi language
C0574451	Luba language
C0574452	Luhya language
C0574453	Lunda language
C0574454	Lwea language
C0574455	Makonde language
C0574456	Makua language
C0574457	Mbundu language
C0574458	Meru language
C0574459	Mongo language
C0574460	Ndebele language
C0574461	Ngala language
C0574462	Nkole language
C0574463	Nyamwezi language
C0574464	Nyanja language
C0574465	Nyoro language
C0574466	Pedi language
C0574467	Rundi language
C0574469	Sotho language
C0574470	Sukuma language
C0574471	Swazi language
C0574473	Toro language
C0574474	Tsonga language
C0574475	Tswana language
C0574476	Tumbuka language
C0574477	Venda language
C0574478	Yao language - Bantu
C0574479	Yaunde language
C0574480	Efik language
C0574481	Ibibio language
C0574482	Tiv language
C0574483	Ijo language
C0574484	Western Sudanic language
C0574485	Gur language
C0574486	Bariba language
C0574487	Dagomba language
C0574488	Gurma language
C0574489	Kabre language
C0574490	Mossi language
C0574491	Senufo language
C0574492	Kwa language
C0574493	Adangme language
C0574494	Agni language
C0574495	Bassa language
C0574496	Baule language
C0574497	Edo language
C0574498	Ewe language
C0574499	Fanti language
C0574500	Fon language
C0574501	Ga language
C0574502	Grebo language
C0574503	Ibo language
C0574504	Idoma language
C0574505	Kru language
C0574506	Nupe language
C0574507	Twi language
C0574508	Urhobo language
C0574509	Yoruba language
C0574510	Mande language
C0574511	Bambara language
C0574512	Dyula language
C0574513	Kpelle language
C0574514	Loma language
C0574515	Malinke language
C0574516	Mende language
C0574517	Soninke language
C0574518	Susu language
C0574519	Vai language
C0574520	West Atlantic language
C0574521	Balante language
C0574522	Dyola language
C0574523	Fulani language
C0574524	Gola language
C0574525	Kissi language
C0574526	Serer language
C0574527	Temne language
C0574528	Wolof language
C0574529	Algonkian language
C0574531	Blackfoot language
C0574532	Cheyenne language
C0574533	Cree language
C0574534	Delaware language
C0574535	Fox language
C0574536	Micmac language
C0574537	Naskapi language
C0574538	Ojibwa language
C0574539	Passamaquoddy language
C0574541	Apache language
C0574542	Carrier language
C0574543	Chilcotin language
C0574544	Chipewyan language
C0574545	Navajo language
C0574546	Caddoan language
C0574547	Caddo language
C0574548	Pawnee language
C0574549	Haida language
C0574550	Iroquoian language
C0574551	Cherokee language
C0574553	Oneida language
C0574554	Seneca language
C0574555	Keresan language
C0574556	Mayan language
C0574557	Cakchiquel language
C0574558	Chol language
C0574559	Chontal language
C0574560	Huastec language
C0574561	Kekchi language
C0574562	Mam language
C0574563	Maya language
C0574564	Quiche language
C0574565	Tzeltal language
C0574566	Tzotzil language
C0574567	Muskogean language
C0574568	Chickasaw language
C0574569	Choctaw language
C0574570	Creek language
C0574571	Seminole language
C0574572	Oto-Manguean language
C0574573	Chinantec language
C0574574	Mazahua language
C0574575	Mazatec language
C0574576	Mixtec language
C0574577	Otomi language
C0574578	Zapotec language
C0574579	Penutian language
C0574580	Klamath language
C0574581	Nez Perce language
C0574583	Yakima language
C0574584	Salishan language
C0574585	Flathead language
C0574586	Lillooet language
C0574587	Okanagan language
C0574588	Shuswap language
C0574589	Thompson language
C0574590	Siouan language
C0574591	Assiniboin language
C0574592	Crow language
C0574593	Omaha language
C0574594	Osage language
C0574595	Sioux language
C0574596	Winnebago language
C0574597	Tanoan language
C0574598	Tewa language
C0574599	Tiwa language
C0574600	Towa language
C0574601	Tarasco language
C0574602	Tlingit language
C0574603	Totonac language
C0574604	Uto-Aztecan language
C0574606	Hopi language
C0574607	Kiowa language
C0574608	Mayo language
C0574609	Nahuatl language
C0574610	Paiute language
C0574611	Papago language
C0574612	Pima language
C0574613	Shoshone language
C0574614	Tarahumara language
C0574615	Ute language
C0574616	Wakashan language
C0574617	Kwakiutl language
C0574618	Nootka language
C0574619	Yuman language
C0574620	Mohave language
C0574621	Yuma language
C0574622	Zoquean language
C0574623	Mixe language
C0574624	Zoque language
C0574625	Zunian language
C0574626	Zuni language
C0574627	Paleo-Asiatic language
C0574628	Chukchi language
C0574629	Itelmen language
C0574630	Ket language
C0574631	Koryak language
C0574632	Nivkh language
C0574633	Yukagir language
C0574634	Papuan language
C0574635	Baining language
C0574636	Chimbu language
C0574637	Enga language
C0574638	Hagen language
C0574639	Kate language
C0574640	Marind language
C0574641	Nimboran language
C0574642	Pidgin and Créole language
C0574643	Fanakalo language
C0574644	French Créole language
C0574645	Kituba language
C0574646	Krio language
C0574647	Papiamento language
C0574648	Pidgin English language
C0574649	Police Motu language
C0574650	Saramacca language
C0574651	Taki-Taki language
C0574652	Saharan language
C0574653	Kanuri language
C0574654	Teda language
C0574655	Sino-Tibetan language
C0574656	Miao-Yao language
C0574657	Miao language
C0574658	Sinitic language
C0574659	Fukienese dialect
C0574660	Southern Fukienese dialect
C0574661	Hakka dialect
C0574662	Hsiang dialect
C0574663	Wu dialect
C0574664	Tai language
C0574665	Chuang language
C0574666	Nung language
C0574667	Puyi language
C0574668	Shan language
C0574669	Tung language
C0574670	Tibeto-Burman language
C0574671	Bodo language
C0574672	Chin language
C0574673	Garo language
C0574674	Jonkha language
C0574675	Kachin language
C0574676	Karen language
C0574677	Lahu language
C0574678	Lepcha language
C0574679	Lisu language
C0574680	Lushei language
C0574681	Meithei language
C0574682	Murmi language
C0574683	Nakhi language
C0574684	Newari language
C0574685	Yi language
C0574686	Songhai language
C0574687	Uralic language
C0574688	Finno-Ugric language
C0574689	Finnic language
C0574690	Komi language
C0574691	Lappish language
C0574692	Mari language
C0574693	Mordvin language
C0574694	Udmurt language
C0574695	Ugric language
C0574696	Ostyak language
C0574697	Vogul language
C0574698	Samoyed language
C0574699	Enets language
C0574700	Nenets language
C0574701	Nganasan language
C0574702	Selkup language
C0574703	Language commonly spoken in Europe
C0574704	Yao language - Sino-Tibet
C0574705	Swiss German dialect
C0574706	Structure of upper female genital system
C0574707	Structure of lower female genital system
C0574708	Post-enucleation socket syndrome
C0574709	Transurethral bladder calculus procedure
C0574710	Allergy to acetaminophen and dextropropoxyphene
C0574711	Type of language
C0574712	Native North American language
C0574713	Drug-induced erythema nodosum
C0574714	Drug-induced toxic erythema
C0574715	Drug-induced erythema multiforme
C0574716	Radiation damage to brachial plexus
C0574717	Upper limb nerve lesion
C0574718	Lower limb nerve lesion
C0574719	Trunk nerve lesion
C0574721	Finding of consistency of skin
C0574722	Normal skin consistency
C0574723	Finding of moistness of skin
C0574724	Finding related to bruising
C0574728	Finding of skin hygiene
C0574729	Skin clean
C0574730	Skin crease dirty
C0574731	Finding of integrity of skin
C0574732	Skin turgor normal
C0574733	Rubelliform eruption
C0574734	Granulation of skin
C0574735	Kick mark
C0574736	Shoe mark
C0574737	Human bite mark
C0574738	Love bite mark
C0574739	Ligature mark
C0574741	Bleeding skin
C0574743	Skin discharge
C0574744	Finding of sensation of skin
C0574746	Skin non-tender
C0574747	Pain on movement of skin
C0574748	Finding of odor of skin
C0574749	Finding of temperature of skin
C0574750	Skin normal temperature
C0574751	Finding of sweating
C0574752	Named sign of skin
C0574753	Postprocedural observations of skin
C0574754	Finding of measures of skin
C0574755	Finding of appearance of nail
C0574756	Finding of nail hygiene
C0574757	Finding of color of nail bed
C0574758	Finding of nail growth
C0574759	Normal nail growth
C0574760	Nail normal
C0574761	Nail problem
C0574762	Hair present
C0574763	Hair absent
C0574764	Finding of appearance of hair
C0574765	Grey hair
C0574766	Brown hair
C0574767	Black hair
C0574768	Finding of hair growth
C0574769	Loss of scalp hair
C0574770	Loss of body hair
C0574771	Mucosal finding
C0574773	Finding of appearance of nasal mucosa
C0574774	Lesion of nasal mucosa
C0574776	Wound healed
C0574777	Moistness of wound
C0574778	Wound moist
C0574779	Finding of wound hygiene
C0574780	Wound dirty
C0574781	Finding of sensation of wound
C0574782	Finding of color of wound
C0574783	Finding of skin healing
C0574784	Finding of Mantoux test
C0574785	Lower urinary tract symptoms
C0574786	Acute renal papillary necrosis with renal failure
C0574787	Non-malignant male frozen pelvis
C0574788	Non-malignant female frozen pelvis
C0574789	Kashubian Polish dialect
C0574791	Jehovah's Witness religion
C0574792	Nonconformist religion
C0574793	Pentecostalist religion
C0574794	Orthodox Christian religion
C0574797	Scottish protestant religion
C0574798	Liberal protestant religion
C0574799	Evangelical Church
C0574800	Pietist religion
C0574801	Congregationalist Church
C0574803	Seventh day adventist religion
C0574804	Arcane school religion
C0574805	Shi'ite muslim religion
C0574806	Babis religion
C0574808	Isma'ilis religion
C0574809	Sufi muslim religion
C0574810	Sunni muslim religion
C0574811	Christian Scientist religious movement
C0574812	New religious movement
C0574813	Christadelphian movement
C0574814	Eckankar religion
C0574815	Eminist religion
C0574816	Western buddhist religion
C0574817	Tibetan buddhist religion
C0574818	Theravada buddhist religion
C0574819	South East Asia buddhist religion
C0574820	Sinhalese buddhist religion
C0574821	Mahayana buddhist religion
C0574822	Japanese buddhist religion
C0574823	Chinese buddhist religion
C0574824	Central Asian buddhist religion
C0574826	Reform Jewish Faith
C0574827	Orthodox Jewish Faith
C0574828	Liberal Jewish religion
C0574831	Spiritual or religious belief
C0574832	Para-religious movement
C0574833	Primal society religion
C0574834	Upper thigh amputation
C0574835	Amputation above-knee, mid-thigh
C0574836	Lower thigh amputation
C0574839	Seen on arrival
C0574840	Flap laceration of skin
C0574841	Flap laceration of leg
C0574842	Temporal finding
C0574843	Number of appointments attended
C0574844	Number of appointments missed
C0574845	Date of onset
C0574846	Number of admissions
C0574847	Foreign body of skin of head and neck
C0574848	Foreign body of skin of head
C0574849	Foreign body of skin of cheek
C0574850	Foreign body of skin of forehead
C0574851	Foreign body of skin of lip
C0574852	Foreign body of skin of mouth
C0574853	Foreign body of skin of nose
C0574854	Foreign body of skin of ear region
C0574855	Foreign body of skin of eye region
C0574856	Foreign body of skin of scalp
C0574857	Foreign body of skin of neck
C0574858	Foreign body of skin of throat
C0574859	Foreign body of skin of upper limb
C0574860	Foreign body of skin of shoulder
C0574861	Foreign body of skin of axilla
C0574862	Foreign body of skin of upper arm
C0574863	Foreign body of skin of elbow
C0574864	Foreign body of skin of forearm
